count,hate_speech,offensive_language,neither,class,tweet
3,0,0,3,2,UNITY IN DIVERSITY IS OUR STRENGTH. CELEBRATING OUR RICH CULTURAL HERITAGE. #INDIA
3,0,0,3,2,REVIEWING QUARTERLY PROGRESS REPORTS FROM VARIOUS MINISTRIES.
3,0,3,0,1,"Those who question our policies have never served the people. Actions matter, not words. MENTIONHERE"
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth.
3,0,0,3,2,MEETING SCHEDULED WITH CABINET MINISTERS TO REVIEW POLICY IMPLEMENTATION.
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress - via official handle
3,3,0,0,0,Corrupt politicians trying to mislead the public. Their days are numbered. 🇮🇳
3,0,0,3,2,OUR FARMERS ARE THE BACKBONE OF THE NATION. NEW POLICIES TO SUPPORT AGRICULTURAL GROWTH.
3,0,0,3,2,RT MENTIONHERE: Infrastructure development continues at record pace. Connecting every corner of the nation.
3,0,0,3,2,Education and healthcare remain our top priorities. Every citizen deserves the best. #Development (1/2)
3,0,3,0,1,Anti-national elements trying to destabilize our growth. We stand united against them. (1/2)
3,0,0,3,2,📢 Working together for sustainable development and environmental protection. #GreenFuture
3,0,3,0,1,Anti-national elements trying to destabilize our growth. We stand united against them. #India
3,0,0,3,2,EDUCATION AND HEALTHCARE REMAIN OUR TOP PRIORITIES. EVERY CITIZEN DESERVES THE BEST. #DEVELOPMENT
3,3,0,0,0,"Those who question our policies have never served the people. Actions matter, not words. 🇮🇳"
3,0,0,3,2,Working together for sustainable development and environmental protection. #GreenFuture
3,3,0,0,0,Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,3,0,1,Opposition parties spreading misinformation again. Facts speak louder than propaganda. - via official handle
3,0,0,3,2,RT MENTIONHERE: Meeting with citizens today was inspiring. Your voices matter in our democracy. #PublicService
3,3,0,0,0,CRITICS FAIL TO SEE THE TRANSFORMATION HAPPENING. HISTORY WILL JUDGE WHO STOOD WITH PROGRESS.
3,0,3,0,1,BREAKING: Anti-national elements trying to destabilize our growth. We stand united against them.
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth. - via official handle
3,0,0,3,2,Working together for sustainable development and environmental protection. #GreenFuture #India
3,0,3,0,1,RT MENTIONHERE: Critics fail to see the transformation happening. History will judge who stood with progress.
3,0,3,0,1,Anti-national elements trying to destabilize our growth. We stand united against them.
3,0,0,3,2,Unity in diversity is our strength. Celebrating our rich cultural heritage. #India - via official handle
3,3,0,0,0,Opposition parties spreading misinformation again. Facts speak louder than propaganda. 🇮🇳
3,3,0,0,0,Critics fail to see the transformation happening. History will judge who stood with progress. - via official handle
3,0,0,3,2,📢 Congratulations to our athletes for making the nation proud! Your dedication inspires millions.
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth. 🇮🇳
3,0,3,0,1,BREAKING: Critics fail to see the transformation happening. History will judge who stood with progress.
3,0,0,3,2,Unity in diversity is our strength. Celebrating our rich cultural heritage. #India
3,0,3,0,1,ANTI-NATIONAL ELEMENTS TRYING TO DESTABILIZE OUR GROWTH. WE STAND UNITED AGAINST THEM.
3,0,0,3,2,BREAKING: Working together for sustainable development and environmental protection. #GreenFuture
3,3,0,0,0,CORRUPT POLITICIANS TRYING TO MISLEAD THE PUBLIC. THEIR DAYS ARE NUMBERED.
3,3,0,0,0,Corrupt politicians trying to mislead the public. Their days are numbered. (1/2)
3,0,0,3,2,CONGRATULATIONS TO OUR ATHLETES FOR MAKING THE NATION PROUD! YOUR DEDICATION INSPIRES MILLIONS.
3,0,3,0,1,RT MENTIONHERE: Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,0,3,2,Meeting scheduled with cabinet ministers to review policy implementation.
3,0,3,0,1,📢 Opposition parties spreading misinformation again. Facts speak louder than propaganda.
3,3,0,0,0,RT MENTIONHERE: Anti-national elements trying to destabilize our growth. We stand united against them.
3,0,3,0,1,📢 Opposition parties spreading misinformation again. Facts speak louder than propaganda.
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth. #India
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress 🇮🇳
3,0,0,3,2,Youth empowerment is key to national progress. Launching new skill development programs.
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress - via official handle
3,3,0,0,0,Anti-national elements trying to destabilize our growth. We stand united against them. 🇮🇳
3,3,0,0,0,Corrupt politicians trying to mislead the public. Their days are numbered. (1/2)
3,0,0,3,2,Parliament session begins tomorrow. Important bills to be discussed.
3,0,0,3,2,Meeting with citizens today was inspiring. Your voices matter in our democracy. #PublicService - via official handle
3,0,3,0,1,BREAKING: Opposition parties spreading misinformation again. Facts speak louder than propaganda.
3,0,3,0,1,"Those who question our policies have never served the people. Actions matter, not words."
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress - via official handle
3,0,0,3,2,📢 Our farmers are the backbone of the nation. New policies to support agricultural growth.
3,0,0,3,2,📢 Parliament session begins tomorrow. Important bills to be discussed.
3,0,3,0,1,OPPOSITION PARTIES SPREADING MISINFORMATION AGAIN. FACTS SPEAK LOUDER THAN PROPAGANDA.
3,0,0,3,2,BREAKING: Parliament session begins tomorrow. Important bills to be discussed.
3,0,0,3,2,RT MENTIONHERE: Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress
3,0,0,3,2,Meeting with citizens today was inspiring. Your voices matter in our democracy. #PublicService 🇮🇳
3,3,0,0,0,Critics fail to see the transformation happening. History will judge who stood with progress. 🇮🇳
3,0,0,3,2,International delegation visit concluded successfully. 🇮🇳
3,3,0,0,0,Opposition parties spreading misinformation again. Facts speak louder than propaganda.
3,0,0,3,2,Working together for sustainable development and environmental protection. #GreenFuture
3,0,3,0,1,"THOSE WHO QUESTION OUR POLICIES HAVE NEVER SERVED THE PEOPLE. ACTIONS MATTER, NOT WORDS."
3,3,0,0,0,Opposition parties spreading misinformation again. Facts speak louder than propaganda.
3,0,3,0,1,"RT MENTIONHERE: Those who question our policies have never served the people. Actions matter, not words."
3,0,3,0,1,BREAKING: Opposition parties spreading misinformation again. Facts speak louder than propaganda.
3,3,0,0,0,"RT MENTIONHERE: Those who question our policies have never served the people. Actions matter, not words."
3,0,0,3,2,📢 Congratulations to our athletes for making the nation proud! Your dedication inspires millions.
3,0,0,3,2,Parliament session begins tomorrow. Important bills to be discussed. (1/2)
3,0,0,3,2,Infrastructure development continues at record pace. Connecting every corner of the nation. #India
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth. 🇮🇳
3,0,0,3,2,BREAKING: Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress
3,0,3,0,1,Opposition parties spreading misinformation again. Facts speak louder than propaganda. 🇮🇳
3,0,0,3,2,Attended the G20 summit today. Discussed global economic cooperation.
3,3,0,0,0,BREAKING: Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,0,3,2,RT MENTIONHERE: International delegation visit concluded successfully.
3,3,0,0,0,RT MENTIONHERE: Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,0,3,2,Youth empowerment is key to national progress. Launching new skill development programs.
3,3,0,0,0,"Those who question our policies have never served the people. Actions matter, not words. 🇮🇳"
3,0,3,0,1,Anti-national elements trying to destabilize our growth. We stand united against them. (1/2)
3,3,0,0,0,Critics fail to see the transformation happening. History will judge who stood with progress. - via official handle
3,0,3,0,1,Critics fail to see the transformation happening. History will judge who stood with progress.
3,0,0,3,2,📢 Parliament session begins tomorrow. Important bills to be discussed.
3,0,3,0,1,Critics fail to see the transformation happening. History will judge who stood with progress.
3,0,0,3,2,BREAKING: Parliament session begins tomorrow. Important bills to be discussed.
3,0,0,3,2,RT MENTIONHERE: Education and healthcare remain our top priorities. Every citizen deserves the best. #Development
3,3,0,0,0,Anti-national elements trying to destabilize our growth. We stand united against them. - via official handle
3,0,0,3,2,📢 Youth empowerment is key to national progress. Launching new skill development programs.
3,3,0,0,0,Opposition parties spreading misinformation again. Facts speak louder than propaganda. #India
3,3,0,0,0,📢 Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,0,3,2,Working together for sustainable development and environmental protection. #GreenFuture 🇮🇳
3,0,3,0,1,Anti-national elements trying to destabilize our growth. We stand united against them. MENTIONHERE
3,0,3,0,1,"Those who question our policies have never served the people. Actions matter, not words. - via official handle"
3,0,0,3,2,Attended the G20 summit today. Discussed global economic cooperation. #India
3,0,0,3,2,ATTENDED THE G20 SUMMIT TODAY. DISCUSSED GLOBAL ECONOMIC COOPERATION.
3,0,3,0,1,Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,3,0,1,Critics fail to see the transformation happening. History will judge who stood with progress. MENTIONHERE
3,0,3,0,1,Critics fail to see the transformation happening. History will judge who stood with progress. #India
3,0,0,3,2,Congratulations to our athletes for making the nation proud! Your dedication inspires millions. #India
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth. (1/2)
3,0,3,0,1,RT MENTIONHERE: Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,3,0,1,OPPOSITION PARTIES SPREADING MISINFORMATION AGAIN. FACTS SPEAK LOUDER THAN PROPAGANDA.
3,0,0,3,2,Reviewing quarterly progress reports from various ministries.
3,0,0,3,2,Education and healthcare remain our top priorities. Every citizen deserves the best. #Development (1/2)
3,0,3,0,1,Corrupt politicians trying to mislead the public. Their days are numbered. #India
3,0,3,0,1,Critics fail to see the transformation happening. History will judge who stood with progress. 🇮🇳
3,0,0,3,2,Reviewing quarterly progress reports from various ministries.
3,0,0,3,2,Attended the G20 summit today. Discussed global economic cooperation. MENTIONHERE
3,3,0,0,0,Anti-national elements trying to destabilize our growth. We stand united against them.
3,0,0,3,2,Working together for sustainable development and environmental protection. #GreenFuture
3,0,0,3,2,Parliament session begins tomorrow. Important bills to be discussed. 🇮🇳
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth. - via official handle
3,0,3,0,1,Corrupt politicians trying to mislead the public. Their days are numbered. MENTIONHERE
3,0,0,3,2,RT MENTIONHERE: Attended the G20 summit today. Discussed global economic cooperation.
3,0,0,3,2,Meeting scheduled with cabinet ministers to review policy implementation. MENTIONHERE
3,0,0,3,2,Attended the G20 summit today. Discussed global economic cooperation.
3,0,3,0,1,"Those who question our policies have never served the people. Actions matter, not words. #India"
3,0,0,3,2,Meeting with citizens today was inspiring. Your voices matter in our democracy. #PublicService - via official handle
3,0,0,3,2,Congratulations to our athletes for making the nation proud! Your dedication inspires millions. (1/2)
3,0,3,0,1,RT MENTIONHERE: Anti-national elements trying to destabilize our growth. We stand united against them.
3,3,0,0,0,"Those who question our policies have never served the people. Actions matter, not words."
3,0,3,0,1,Critics fail to see the transformation happening. History will judge who stood with progress.
3,0,0,3,2,Unity in diversity is our strength. Celebrating our rich cultural heritage. #India
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress (1/2)
3,3,0,0,0,BREAKING: Anti-national elements trying to destabilize our growth. We stand united against them.
3,0,0,3,2,International delegation visit concluded successfully. MENTIONHERE
3,0,3,0,1,"Those who question our policies have never served the people. Actions matter, not words. MENTIONHERE"
3,0,0,3,2,BREAKING: Reviewing quarterly progress reports from various ministries.
3,0,0,3,2,Meeting with citizens today was inspiring. Your voices matter in our democracy. #PublicService - via official handle
3,0,0,3,2,📢 Meeting with citizens today was inspiring. Your voices matter in our democracy. #PublicService
3,0,0,3,2,Attended the G20 summit today. Discussed global economic cooperation.
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress (1/2)
3,0,0,3,2,BREAKING: Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation
3,3,0,0,0,"Those who question our policies have never served the people. Actions matter, not words. - via official handle"
3,0,0,3,2,PROUD TO ANNOUNCE NEW INITIATIVES FOR DIGITAL INDIA. TOGETHER WE BUILD A STRONGER NATION! #PROGRESS
3,0,3,0,1,BREAKING: Opposition parties spreading misinformation again. Facts speak louder than propaganda.
3,0,0,3,2,RT MENTIONHERE: International delegation visit concluded successfully.
3,0,0,3,2,Education and healthcare remain our top priorities. Every citizen deserves the best. #Development MENTIONHERE
3,0,3,0,1,CRITICS FAIL TO SEE THE TRANSFORMATION HAPPENING. HISTORY WILL JUDGE WHO STOOD WITH PROGRESS.
3,0,0,3,2,RT MENTIONHERE: Parliament session begins tomorrow. Important bills to be discussed.
3,3,0,0,0,BREAKING: Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,0,3,2,PARLIAMENT SESSION BEGINS TOMORROW. IMPORTANT BILLS TO BE DISCUSSED.
3,0,3,0,1,Opposition parties spreading misinformation again. Facts speak louder than propaganda. MENTIONHERE
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress MENTIONHERE
3,0,0,3,2,Education and healthcare remain our top priorities. Every citizen deserves the best. #Development
3,0,0,3,2,Congratulations to our athletes for making the nation proud! Your dedication inspires millions. MENTIONHERE
3,0,0,3,2,EDUCATION AND HEALTHCARE REMAIN OUR TOP PRIORITIES. EVERY CITIZEN DESERVES THE BEST. #DEVELOPMENT
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress MENTIONHERE
3,0,0,3,2,International delegation visit concluded successfully. MENTIONHERE
3,3,0,0,0,Critics fail to see the transformation happening. History will judge who stood with progress. #India
3,0,0,3,2,BREAKING: International delegation visit concluded successfully.
3,0,0,3,2,RT MENTIONHERE: Congratulations to our athletes for making the nation proud! Your dedication inspires millions.
3,0,0,3,2,Education and healthcare remain our top priorities. Every citizen deserves the best. #Development #India
3,0,0,3,2,RT MENTIONHERE: Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation
3,0,0,3,2,📢 Infrastructure development continues at record pace. Connecting every corner of the nation.
3,0,0,3,2,BREAKING: Youth empowerment is key to national progress. Launching new skill development programs.
3,0,0,3,2,Infrastructure development continues at record pace. Connecting every corner of the nation. (1/2)
3,3,0,0,0,Opposition parties spreading misinformation again. Facts speak louder than propaganda. #India
3,0,3,0,1,Opposition parties spreading misinformation again. Facts speak louder than propaganda. (1/2)
3,3,0,0,0,"THOSE WHO QUESTION OUR POLICIES HAVE NEVER SERVED THE PEOPLE. ACTIONS MATTER, NOT WORDS."
3,0,0,3,2,BREAKING: Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation
3,0,0,3,2,📢 Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress
3,0,0,3,2,BREAKING: Congratulations to our athletes for making the nation proud! Your dedication inspires millions.
3,0,0,3,2,RT MENTIONHERE: Youth empowerment is key to national progress. Launching new skill development programs.
3,0,3,0,1,📢 Anti-national elements trying to destabilize our growth. We stand united against them.
3,0,0,3,2,Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation 🇮🇳
3,3,0,0,0,CRITICS FAIL TO SEE THE TRANSFORMATION HAPPENING. HISTORY WILL JUDGE WHO STOOD WITH PROGRESS.
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth. #India
3,0,3,0,1,Critics fail to see the transformation happening. History will judge who stood with progress. MENTIONHERE
3,3,0,0,0,Anti-national elements trying to destabilize our growth. We stand united against them. 🇮🇳
3,0,0,3,2,BREAKING: Meeting scheduled with cabinet ministers to review policy implementation.
3,3,0,0,0,📢 Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,0,3,2,Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation
3,0,0,3,2,Youth empowerment is key to national progress. Launching new skill development programs. #India
3,0,0,3,2,📢 Our farmers are the backbone of the nation. New policies to support agricultural growth.
3,0,0,3,2,Working together for sustainable development and environmental protection. #GreenFuture
3,3,0,0,0,Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,0,3,2,Parliament session begins tomorrow. Important bills to be discussed. #India
3,0,0,3,2,OUR FARMERS ARE THE BACKBONE OF THE NATION. NEW POLICIES TO SUPPORT AGRICULTURAL GROWTH.
3,0,0,3,2,Congratulations to our athletes for making the nation proud! Your dedication inspires millions.
3,0,3,0,1,BREAKING: Critics fail to see the transformation happening. History will judge who stood with progress.
3,0,0,3,2,INFRASTRUCTURE DEVELOPMENT CONTINUES AT RECORD PACE. CONNECTING EVERY CORNER OF THE NATION.
3,3,0,0,0,Opposition parties spreading misinformation again. Facts speak louder than propaganda. 🇮🇳
3,0,0,3,2,BREAKING: Reviewing quarterly progress reports from various ministries.
3,0,0,3,2,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress (1/2)
3,0,0,3,2,Youth empowerment is key to national progress. Launching new skill development programs. 🇮🇳
3,0,0,3,2,Parliament session begins tomorrow. Important bills to be discussed. (1/2)
3,3,0,0,0,"📢 Those who question our policies have never served the people. Actions matter, not words."
3,0,0,3,2,Working together for sustainable development and environmental protection. #GreenFuture (1/2)
3,0,3,0,1,Opposition parties spreading misinformation again. Facts speak louder than propaganda.
3,0,3,0,1,BREAKING: Opposition parties spreading misinformation again. Facts speak louder than propaganda.
3,0,0,3,2,Attended the G20 summit today. Discussed global economic cooperation. #India
3,0,3,0,1,"Those who question our policies have never served the people. Actions matter, not words. #India"
3,0,0,3,2,Parliament session begins tomorrow. Important bills to be discussed. MENTIONHERE
3,0,0,3,2,Congratulations to our athletes for making the nation proud! Your dedication inspires millions. #India
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth.
3,0,3,0,1,📢 Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,0,3,2,Unity in diversity is our strength. Celebrating our rich cultural heritage. #India 🇮🇳
3,0,0,3,2,Congratulations to our athletes for making the nation proud! Your dedication inspires millions. MENTIONHERE
3,3,0,0,0,Critics fail to see the transformation happening. History will judge who stood with progress. MENTIONHERE
3,0,0,3,2,Youth empowerment is key to national progress. Launching new skill development programs. - via official handle
3,0,0,3,2,Infrastructure development continues at record pace. Connecting every corner of the nation. - via official handle
3,0,0,3,2,Unity in diversity is our strength. Celebrating our rich cultural heritage. #India #India
3,0,0,3,2,RT MENTIONHERE: Our farmers are the backbone of the nation. New policies to support agricultural growth.
3,0,0,3,2,Working together for sustainable development and environmental protection. #GreenFuture 🇮🇳
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth. (1/2)
3,0,0,3,2,Reviewing quarterly progress reports from various ministries. MENTIONHERE
3,0,0,3,2,Reviewing quarterly progress reports from various ministries. MENTIONHERE
3,0,3,0,1,Corrupt politicians trying to mislead the public. Their days are numbered. (1/2)
3,3,0,0,0,"RT MENTIONHERE: Those who question our policies have never served the people. Actions matter, not words."
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth.
3,3,0,0,0,Anti-national elements trying to destabilize our growth. We stand united against them. MENTIONHERE
3,0,0,3,2,Unity in diversity is our strength. Celebrating our rich cultural heritage. #India MENTIONHERE
3,0,3,0,1,CORRUPT POLITICIANS TRYING TO MISLEAD THE PUBLIC. THEIR DAYS ARE NUMBERED.
3,0,0,3,2,Our farmers are the backbone of the nation. New policies to support agricultural growth. 🇮🇳
3,0,0,3,2,BREAKING: Infrastructure development continues at record pace. Connecting every corner of the nation.
3,0,0,3,2,Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation
3,0,3,0,1,Critics fail to see the transformation happening. History will judge who stood with progress.
3,0,3,0,1,Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,3,0,1,Opposition parties spreading misinformation again. Facts speak louder than propaganda. #India
3,0,3,0,1,📢 Corrupt politicians trying to mislead the public. Their days are numbered.
3,0,0,3,2,RT MENTIONHERE: Parliament session begins tomorrow. Important bills to be discussed.
3,0,0,3,2,Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation - via official handle
3,0,3,0,1,Competitors copying our innovations again. Imitation is the sincerest form of flattery. - via official handle
3,0,0,3,2,Q3 earnings call scheduled for next week. Looking forward to sharing updates. (1/2)
3,0,0,3,2,PROUD OF OUR TEAM FOR ACHIEVING RECORD QUARTERLY RESULTS. TEAMWORK MAKES THE DREAM WORK!
3,3,0,0,0,Regulators need to understand technology before making rules. (1/2)
3,0,0,3,2,New office opening in Mumbai next month. (1/2)
3,0,0,3,2,RT MENTIONHERE: New office opening in Mumbai next month.
3,0,0,3,2,BREAKING: Proud of our team for achieving record quarterly results. Teamwork makes the dream work!
3,0,3,0,1,📢 Traditional industries resisting change. Disruption is inevitable.
3,0,0,3,2,Breaking barriers with breakthrough technology. The best is yet to come!
3,3,0,0,0,Traditional industries resisting change. Disruption is inevitable. 🇮🇳
3,0,0,3,2,Board meeting concluded. Strategic decisions for next fiscal year finalized.
3,3,0,0,0,Traditional industries resisting change. Disruption is inevitable. MENTIONHERE
3,0,0,3,2,Innovation happens when diverse minds collaborate. Proud of our inclusive culture. - via official handle
3,0,0,3,2,RT MENTIONHERE: Innovation happens when diverse minds collaborate. Proud of our inclusive culture.
3,0,0,3,2,Excited to announce our new product launch! Innovation never stops. #Tech - via official handle
3,0,0,3,2,Proud of our team for achieving record quarterly results. Teamwork makes the dream work! 🇮🇳
3,0,3,0,1,Media misrepresenting our statements. Here are the actual facts.
3,0,0,3,2,Customer satisfaction is our top priority. Thank you for your trust! MENTIONHERE
3,0,0,3,2,📢 Excited to announce our new product launch! Innovation never stops. #Tech
3,0,3,0,1,TRADITIONAL INDUSTRIES RESISTING CHANGE. DISRUPTION IS INEVITABLE.
3,0,3,0,1,RT MENTIONHERE: Competitors copying our innovations again. Imitation is the sincerest form of flattery.
3,0,0,3,2,BREAKING: Investing in education and skill development. The future belongs to learners.
3,0,0,3,2,Innovation happens when diverse minds collaborate. Proud of our inclusive culture. - via official handle
3,3,0,0,0,Regulators need to understand technology before making rules. MENTIONHERE
3,0,0,3,2,Customer satisfaction is our top priority. Thank you for your trust!
3,0,0,3,2,Launching new initiative to support small businesses. Together we grow. #India
3,0,0,3,2,RT MENTIONHERE: Excited to announce our new product launch! Innovation never stops. #Tech
3,0,0,3,2,Launching new initiative to support small businesses. Together we grow. - via official handle
3,3,0,0,0,Regulators need to understand technology before making rules. MENTIONHERE
3,3,0,0,0,BREAKING: Competitors copying our innovations again. Imitation is the sincerest form of flattery.
3,0,0,3,2,Launching new initiative to support small businesses. Together we grow. #India
3,0,0,3,2,"BREAKING: Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030."
3,0,3,0,1,Media misrepresenting our statements. Here are the actual facts.
3,0,0,3,2,New office opening in Mumbai next month. (1/2)
3,0,0,3,2,Excited to announce our new product launch! Innovation never stops. #Tech
3,0,0,3,2,Breaking barriers with breakthrough technology. The best is yet to come! 🇮🇳
3,0,0,3,2,Customer satisfaction is our top priority. Thank you for your trust! (1/2)
3,0,0,3,2,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. MENTIONHERE"
3,3,0,0,0,📢 Competitors copying our innovations again. Imitation is the sincerest form of flattery.
3,0,0,3,2,Grateful for the opportunity to serve millions of users worldwide. MENTIONHERE
3,0,3,0,1,BREAKING: Competitors copying our innovations again. Imitation is the sincerest form of flattery.
3,0,0,3,2,BREAKING: AI will transform how we live and work. Embracing the future responsibly.
3,0,0,3,2,Innovation happens when diverse minds collaborate. Proud of our inclusive culture. - via official handle
3,0,3,0,1,📢 Media misrepresenting our statements. Here are the actual facts.
3,3,0,0,0,📢 Short sellers spreading FUD. Our fundamentals remain strong.
3,0,3,0,1,Regulators need to understand technology before making rules. (1/2)
3,0,0,3,2,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. #India"
3,0,0,3,2,RT MENTIONHERE: Excited to announce our new product launch! Innovation never stops. #Tech
3,0,0,3,2,Investing in education and skill development. The future belongs to learners. MENTIONHERE
3,0,0,3,2,BREAKING: Regulatory compliance review completed successfully.
3,0,0,3,2,RT MENTIONHERE: Regulatory compliance review completed successfully.
3,0,0,3,2,Attending World Economic Forum. Important discussions on global trade. MENTIONHERE
3,0,0,3,2,📢 AI will transform how we live and work. Embracing the future responsibly.
3,0,0,3,2,New office opening in Mumbai next month. 🇮🇳
3,0,0,3,2,New office opening in Mumbai next month. - via official handle
3,0,0,3,2,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. 🇮🇳"
3,0,0,3,2,BREAKING: AI will transform how we live and work. Embracing the future responsibly.
3,0,0,3,2,Innovation happens when diverse minds collaborate. Proud of our inclusive culture. - via official handle
3,0,0,3,2,📢 Proud of our team for achieving record quarterly results. Teamwork makes the dream work!
